-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 03/31/2021 
Location: Latitude  41.2794   Longitude 1.9794 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,WS2M,PS,WS10M,PRECTOTCORR,T2M
2009,12,15,1.92,97.09,2.71,2.35,3.97
2009,12,16,1.94,97.23,2.65,0.81,2.61
2009,12,17,1.19,97.14,1.66,0.29,3.07
2009,12,18,2.69,96.89,3.76,0.03,2.15
2009,12,19,2.16,97.01,3.38,0.0,0.63
2009,12,20,1.93,97.67,2.95,0.0,0.41
2009,12,21,2.0,96.8,2.91,3.17,4.45
2009,12,22,2.13,96.07,3.29,4.22,6.68
2009,12,23,3.91,96.11,5.47,2.4,7.37
2009,12,24,3.41,95.72,4.91,3.18,10.68
2009,12,25,3.41,97.09,4.7,0.56,8.96
2009,12,26,2.58,97.11,3.49,3.03,7.13
2009,12,27,2.39,97.89,3.57,0.04,5.66
2009,12,28,2.41,97.25,3.52,0.15,8.47
2009,12,29,2.67,97.08,4.04,1.07,12.14
2009,12,30,3.07,96.76,4.62,0.02,11.82
2009,12,31,3.52,96.11,5.03,0.37,10.36
2010,1,1,7.06,96.6,9.76,0.11,6.91
2010,1,2,2.73,98.09,3.9,0.0,5.92
2010,1,3,1.71,98.08,2.52,0.12,7.61
2010,1,4,2.11,97.36,2.95,3.96,7.14
2010,1,5,2.39,96.42,3.28,1.79,8.27
2010,1,6,2.77,96.71,3.79,0.02,4.26
2010,1,7,4.66,96.42,6.49,10.07,2.4
2010,1,8,3.16,96.12,4.42,6.39,1.23
2010,1,9,3.45,96.81,4.86,1.08,-0.07
2010,1,10,1.98,97.68,2.8,0.22,-0.15
2010,1,11,1.84,97.89,2.75,0.07,0.94
2010,1,12,2.4,97.5,3.44,3.14,1.97
2010,1,13,3.22,97.24,4.56,0.62,5.91
2010,1,14,5.35,96.32,7.41,2.38,8.03
2010,1,15,1.8,98.21,2.57,0.46,8.16
2010,1,16,2.12,98.43,3.08,0.06,8.09
2010,1,17,1.11,98.64,1.67,0.34,9.16
2010,1,18,0.97,98.72,1.35,0.69,8.98
2010,1,19,0.98,98.28,1.43,1.13,8.33
2010,1,20,1.84,97.99,2.67,0.2,8.75
2010,1,21,1.86,98.49,2.73,0.05,7.4
2010,1,22,1.6,98.45,2.31,0.0,7.8
2010,1,23,1.81,98.43,2.65,0.02,7.24
2010,1,24,1.65,98.46,2.44,0.62,8.57
2010,1,25,1.34,98.59,1.89,3.3,6.64
2010,1,26,2.61,98.45,3.74,0.24,6.04
2010,1,27,1.88,98.35,2.86,0.1,4.22
2010,1,28,2.52,97.76,3.7,0.0,5.07
2010,1,29,2.15,96.64,3.02,0.14,5.6
2010,1,30,4.94,96.51,6.82,0.12,6.42
2010,1,31,2.23,97.06,3.1,0.29,4.78
2010,2,1,1.56,98.16,2.23,0.02,4.25
2010,2,2,2.36,98.75,3.58,0.01,4.75
2010,2,3,2.2,98.34,3.2,0.0,5.9
2010,2,4,1.52,97.73,2.22,4.17,6.93
2010,2,5,4.2,97.72,6.01,0.4,8.47
2010,2,6,4.96,97.97,6.97,0.13,8.0
2010,2,7,2.2,97.76,3.33,0.02,8.26
2010,2,8,1.3,96.67,1.8,12.06,8.32
2010,2,9,2.25,96.09,3.27,6.51,6.16
2010,2,10,2.91,96.69,4.21,1.07,2.3
2010,2,11,5.05,96.76,6.97,0.01,0.3
2010,2,12,2.1,97.28,2.98,0.0,1.43
2010,2,13,2.04,97.38,2.92,0.11,2.55
2010,2,14,1.43,97.31,1.92,0.11,2.24
2010,2,15,3.3,96.82,4.52,2.01,3.23
2010,2,16,4.65,95.92,6.46,4.47,6.1
2010,2,17,2.35,95.73,3.52,0.73,8.15
2010,2,18,2.43,96.34,3.5,3.04,8.02
2010,2,19,2.34,95.83,3.27,6.49,9.49
2010,2,20,3.38,97.09,4.85,9.72,5.15
2010,2,21,2.56,96.79,3.62,1.0,6.53
2010,2,22,3.54,96.4,5.09,0.02,8.38
2010,2,23,3.41,96.74,5.05,0.4,9.92
2010,2,24,4.73,97.23,6.77,0.03,9.9
2010,2,25,3.8,96.99,5.38,0.01,11.33
2010,2,26,3.74,97.33,5.3,0.0,10.66
2010,2,27,2.27,96.99,3.38,1.07,9.23
2010,2,28,3.56,96.92,5.08,0.0,10.86
2010,3,1,3.25,97.74,4.69,0.0,9.89
2010,3,2,3.02,98.29,4.28,0.85,9.81
2010,3,3,5.05,97.06,6.92,10.82,7.4
2010,3,4,1.66,97.42,2.37,0.22,9.54
2010,3,5,1.34,98.15,1.84,0.04,9.37
2010,3,6,2.58,98.12,3.47,0.01,6.61
2010,3,7,1.72,97.65,2.24,5.97,5.61
2010,3,8,4.46,96.77,6.05,18.04,2.36
2010,3,9,2.21,97.03,3.27,0.06,2.73
2010,3,10,2.02,97.49,2.95,0.0,1.18
2010,3,11,1.34,97.7,2.04,0.0,3.1
2010,3,12,1.63,98.1,2.43,0.0,3.72
2010,3,13,1.55,98.56,2.16,0.0,6.26
2010,3,14,1.38,98.71,2.17,0.0,7.66
2010,3,15,1.88,98.88,2.76,0.0,7.38
2010,3,16,2.0,99.05,2.79,0.0,8.92
2010,3,17,2.05,99.31,2.82,0.0,9.94
2010,3,18,1.41,99.1,2.03,0.0,9.74
2010,3,19,1.66,98.81,2.39,0.06,11.06
2010,3,20,2.66,98.49,3.98,0.01,15.0
2010,3,21,1.11,98.48,1.68,1.47,13.08
2010,3,22,0.86,98.42,1.22,3.18,12.46
2010,3,23,1.77,98.26,2.53,0.02,12.92
2010,3,24,2.13,97.75,2.86,0.38,11.9
2010,3,25,2.61,97.61,3.55,1.18,12.1
2010,3,26,3.95,97.97,5.59,0.29,11.93
2010,3,27,4.45,98.3,6.29,0.0,11.96
2010,3,28,1.8,98.38,2.59,0.0,12.77
2010,3,29,2.45,97.38,3.33,0.04,11.94
2010,3,30,5.56,97.08,7.84,0.37,11.8
2010,3,31,3.56,97.65,5.01,0.02,10.48
2010,4,1,2.71,98.03,3.74,0.21,9.73
2010,4,2,2.59,98.19,3.62,0.01,11.39
2010,4,3,2.49,97.78,3.5,0.57,12.08
2010,4,4,1.92,98.33,2.73,8.35,11.17
2010,4,5,1.72,99.1,2.27,0.0,10.7
2010,4,6,2.16,98.47,2.97,0.02,11.44
2010,4,7,3.06,98.19,4.15,2.17,10.95
2010,4,8,2.02,98.62,2.89,0.12,11.36
2010,4,9,1.76,98.84,2.59,0.0,12.98
2010,4,10,1.84,98.64,2.71,0.0,14.09
2010,4,11,2.36,97.58,3.51,0.06,14.81
2010,4,12,2.66,97.39,3.5,3.47,9.9
2010,4,13,1.68,97.68,2.29,0.21,9.8
2010,4,14,1.41,97.66,2.01,0.18,10.77
2010,4,15,1.56,97.59,2.2,0.05,11.9
2010,4,16,1.66,97.87,2.21,0.13,12.05
2010,4,17,1.69,98.02,2.27,0.16,12.28
2010,4,18,1.85,97.98,2.5,0.06,11.93
2010,4,19,1.55,98.01,2.3,0.03,14.81
2010,4,20,2.0,98.22,2.95,0.16,15.26
2010,4,21,1.94,97.96,2.8,0.01,16.73
2010,4,22,1.17,97.38,1.74,0.81,15.05
2010,4,23,2.03,97.54,2.91,0.93,14.93
2010,4,24,1.87,98.17,2.68,0.37,16.01
2010,4,25,1.34,98.69,1.98,0.0,18.49
2010,4,26,1.62,98.8,2.39,0.0,19.59
2010,4,27,2.03,98.74,2.88,0.0,17.88
2010,4,28,1.98,98.77,2.81,0.0,18.2
2010,4,29,2.25,98.35,3.09,0.0,17.13
2010,4,30,1.76,97.9,2.34,0.27,17.01
2010,5,1,1.68,97.54,2.35,0.85,16.86
2010,5,2,3.13,97.62,4.2,1.73,16.37
2010,5,3,3.73,97.16,4.98,28.34,10.97
2010,5,4,3.12,96.58,4.22,16.06,9.88
2010,5,5,2.69,96.95,3.66,3.11,12.37
2010,5,6,2.79,97.2,3.71,0.35,11.6
2010,5,7,2.29,97.2,3.09,0.73,12.52
2010,5,8,2.29,97.21,3.19,1.01,15.07
2010,5,9,2.94,97.17,4.05,1.68,15.14
2010,5,10,2.25,97.04,3.29,1.02,16.44
2010,5,11,2.54,97.01,3.58,0.4,16.84
2010,5,12,1.45,97.18,2.06,5.64,14.58
2010,5,13,2.44,97.32,3.35,2.01,13.67
2010,5,14,1.67,97.33,2.23,6.35,11.16
2010,5,15,2.33,97.57,3.25,0.08,13.71
2010,5,16,1.91,98.32,2.75,0.0,14.3
2010,5,17,2.17,98.84,2.88,0.0,15.12
2010,5,18,1.93,98.89,2.68,0.0,16.68
2010,5,19,1.4,98.72,1.96,0.0,17.8
2010,5,20,2.16,98.84,3.08,0.0,17.83
2010,5,21,2.39,98.61,3.39,0.0,19.44
2010,5,22,1.96,98.37,2.76,0.0,18.88
2010,5,23,1.77,98.24,2.42,0.0,19.28
2010,5,24,2.68,98.24,3.75,0.0,19.28
2010,5,25,2.73,98.06,3.86,0.0,19.02
2010,5,26,1.99,97.58,2.85,0.0,20.94
2010,5,27,2.2,97.68,2.94,0.05,19.23
2010,5,28,1.47,97.96,2.09,1.83,18.19
2010,5,29,2.02,98.34,2.86,0.0,19.88
2010,5,30,1.59,98.43,2.26,0.0,21.78
2010,5,31,2.28,98.19,3.24,0.0,23.01
2010,6,1,1.96,97.95,2.72,0.01,21.9
2010,6,2,1.65,97.84,2.25,0.03,20.05
2010,6,3,1.94,97.72,2.65,0.0,20.82
2010,6,4,1.94,98.15,2.61,0.0,22.17
2010,6,5,2.16,98.33,2.97,0.01,23.33
2010,6,6,1.52,98.19,2.14,6.43,21.13
2010,6,7,2.55,97.95,3.45,0.0,21.08
2010,6,8,2.73,97.34,3.64,0.02,21.19
2010,6,9,2.02,96.83,2.74,11.58,19.32
2010,6,10,3.58,96.94,4.86,5.05,19.96
2010,6,11,2.53,97.5,3.38,1.52,19.21
2010,6,12,1.77,97.66,2.46,2.3,19.58
2010,6,13,1.84,97.87,2.49,0.15,20.39
2010,6,14,1.45,97.8,1.95,2.24,18.91
2010,6,15,1.97,97.66,2.64,6.14,16.84
2010,6,16,3.59,97.58,4.84,0.33,17.42
2010,6,17,1.91,97.79,2.57,1.58,17.83
2010,6,18,2.65,97.86,3.58,2.6,19.68
2010,6,19,1.2,97.44,1.66,1.67,18.9
2010,6,20,2.39,97.53,3.3,0.67,17.62
2010,6,21,2.48,98.0,3.38,0.0,18.0
2010,6,22,2.25,98.31,2.98,0.0,19.04
2010,6,23,2.5,98.28,3.41,0.0,20.16
2010,6,24,2.08,98.15,2.8,0.0,21.84
2010,6,25,1.95,97.93,2.7,0.0,23.35
2010,6,26,1.89,97.87,2.63,0.0,24.3
2010,6,27,1.27,98.12,1.83,0.01,25.79
2010,6,28,1.28,98.32,1.94,0.0,25.31
2010,6,29,1.22,98.35,1.81,0.0,25.19
2010,6,30,1.79,98.3,2.51,0.0,25.57
2010,7,1,2.07,98.07,2.92,0.0,26.03
2010,7,2,2.02,98.05,2.8,0.0,25.69
2010,7,3,1.91,98.26,2.55,0.01,25.67
2010,7,4,1.29,98.46,1.77,1.17,25.88
2010,7,5,2.2,98.44,2.95,0.15,26.22
2010,7,6,2.42,98.44,3.27,0.01,25.25
2010,7,7,2.34,98.34,3.08,0.0,26.38
2010,7,8,1.99,98.43,2.67,0.0,27.3
2010,7,9,1.95,98.39,2.64,0.15,26.55
2010,7,10,2.34,98.41,3.05,0.0,25.92
2010,7,11,1.84,98.24,2.52,0.49,27.55
2010,7,12,2.3,97.95,3.09,0.0,27.73
2010,7,13,2.15,97.74,2.84,0.0,26.65
2010,7,14,2.41,97.52,3.12,0.0,26.31
2010,7,15,2.26,97.98,2.97,0.01,25.39
2010,7,16,1.99,98.08,2.6,0.0,26.63
2010,7,17,2.33,98.43,3.1,0.0,26.35
2010,7,18,3.01,98.49,4.0,0.0,26.08
2010,7,19,2.12,98.24,2.76,0.0,26.34
2010,7,20,2.09,97.87,2.79,0.0,26.39
2010,7,21,2.24,97.58,2.91,0.0,25.53
2010,7,22,2.67,97.8,3.44,0.8,25.09
2010,7,23,2.88,98.34,3.77,6.12,24.44
2010,7,24,2.06,98.48,2.7,0.02,23.74
2010,7,25,2.23,98.04,2.91,0.0,24.05
2010,7,26,2.36,98.02,3.16,0.0,23.83
2010,7,27,2.59,98.31,3.46,0.0,24.58
2010,7,28,2.34,98.3,3.09,0.0,25.94
2010,7,29,2.45,97.88,3.16,0.43,24.77
2010,7,30,3.5,97.96,4.54,0.17,23.37
2010,7,31,2.72,98.12,3.56,0.01,24.79
2010,8,1,2.3,98.12,3.03,0.49,25.26
2010,8,2,1.77,98.08,2.33,8.49,23.73
2010,8,3,2.85,98.05,3.73,0.11,23.83
2010,8,4,2.56,97.78,3.37,0.13,23.78
2010,8,5,2.01,97.73,2.6,0.21,23.74
2010,8,6,2.69,98.12,3.54,0.37,22.15
2010,8,7,2.67,98.31,3.55,0.01,24.38
2010,8,8,2.45,98.31,3.27,0.01,25.26
2010,8,9,2.2,98.12,2.96,3.23,26.12
2010,8,10,2.38,98.16,3.19,0.33,25.11
2010,8,11,2.06,98.14,2.7,0.0,24.88
2010,8,12,2.21,97.99,2.87,0.87,24.09
2010,8,13,2.21,98.03,2.88,15.56,20.58
2010,8,14,2.51,97.93,3.35,4.27,19.96
2010,8,15,2.86,98.13,3.9,0.65,21.1
2010,8,16,2.49,98.5,3.31,0.06,21.09
2010,8,17,2.63,98.28,3.43,0.0,23.32
2010,8,18,2.75,97.87,3.6,0.01,24.37
2010,8,19,1.51,98.05,1.93,9.76,22.85
2010,8,20,1.65,98.49,2.2,0.89,24.68
2010,8,21,1.95,98.76,2.76,0.0,27.23
2010,8,22,2.55,98.31,3.58,0.0,27.18
2010,8,23,2.47,97.67,3.27,0.0,26.12
2010,8,24,2.15,97.88,2.91,0.03,25.61
2010,8,25,2.6,98.29,3.53,0.0,25.85
2010,8,26,2.68,98.11,3.58,0.0,26.49
2010,8,27,3.32,97.7,4.67,0.0,27.81
2010,8,28,2.88,98.09,3.8,0.0,24.35
2010,8,29,2.48,98.19,3.26,0.0,22.98
2010,8,30,2.73,98.12,3.64,0.01,21.57
2010,8,31,2.32,98.06,3.03,0.02,21.52
2010,9,1,2.25,97.74,2.97,0.1,22.12
2010,9,2,1.51,97.88,1.93,0.29,22.03
2010,9,3,2.12,98.15,2.9,0.0,23.26
2010,9,4,2.03,98.1,2.67,0.0,24.42
2010,9,5,2.16,98.04,2.8,0.01,24.01
2010,9,6,3.09,97.69,4.03,0.12,23.96
2010,9,7,3.66,96.94,4.94,3.68,23.7
2010,9,8,2.43,97.5,3.26,0.14,20.87
2010,9,9,1.8,98.3,2.39,0.05,20.95
2010,9,10,2.19,98.6,2.91,0.0,20.95
2010,9,11,2.39,98.25,3.22,0.0,22.15
2010,9,12,1.83,98.47,2.48,0.0,22.92
2010,9,13,2.04,98.77,2.69,0.04,22.94
2010,9,14,2.16,98.82,2.9,0.0,21.86
2010,9,15,2.77,98.27,3.76,0.0,23.13
2010,9,16,1.85,97.91,2.42,2.37,22.54
2010,9,17,3.02,97.7,4.04,13.61,19.94
2010,9,18,2.59,97.84,3.49,19.82,18.19
2010,9,19,1.48,98.11,2.1,0.05,20.28
2010,9,20,1.68,98.22,2.28,3.53,19.33
2010,9,21,1.3,98.27,1.81,14.44,19.1
2010,9,22,1.52,98.47,2.02,0.0,20.32
2010,9,23,2.11,98.01,2.88,2.06,20.19
2010,9,24,2.94,97.28,4.01,1.4,20.76
2010,9,25,1.97,97.3,2.81,0.26,17.7
2010,9,26,2.09,97.45,2.95,0.06,16.19
2010,9,27,1.55,97.76,2.17,0.0,16.46
2010,9,28,2.27,98.14,3.11,0.0,16.4
2010,9,29,1.79,98.23,2.45,0.0,17.51
2010,9,30,1.74,98.18,2.32,0.0,19.16
2010,10,1,1.73,97.92,2.37,0.01,19.14
2010,10,2,2.04,97.93,2.73,0.0,19.86
2010,10,3,3.01,97.35,4.09,0.42,20.54
2010,10,4,4.98,96.85,6.78,0.56,19.12
2010,10,5,1.48,97.61,2.18,0.0,18.02
2010,10,6,1.88,97.71,2.6,0.0,18.95
2010,10,7,4.15,97.99,5.55,0.0,19.71
2010,10,8,3.45,97.9,4.61,0.1,20.62
2010,10,9,3.3,97.68,4.42,3.98,20.37
2010,10,10,3.0,96.37,4.08,20.34,17.24
2010,10,11,2.66,96.51,3.73,12.04,15.96
2010,10,12,7.44,96.73,10.17,26.0,16.08
2010,10,13,3.53,97.25,4.81,4.67,16.39
2010,10,14,1.24,97.57,1.83,0.54,15.55
2010,10,15,1.15,97.51,1.55,0.0,15.07
2010,10,16,1.3,97.51,1.84,0.01,14.4
2010,10,17,2.66,97.8,3.69,0.01,13.08
2010,10,18,1.88,98.13,2.7,0.0,11.3
2010,10,19,1.58,98.03,2.34,0.0,12.01
2010,10,20,1.85,98.17,2.77,0.0,12.82
2010,10,21,1.91,98.63,2.68,0.0,13.72
2010,10,22,1.53,98.54,2.13,0.0,15.12
2010,10,23,1.75,98.18,2.51,0.0,15.16
2010,10,24,3.61,97.64,5.09,0.15,14.82
2010,10,25,5.43,97.9,7.51,0.16,10.3
2010,10,26,2.2,98.58,3.32,0.0,10.3
2010,10,27,1.74,98.86,2.48,0.0,13.31
2010,10,28,1.03,98.7,1.52,0.0,13.84
2010,10,29,2.2,98.02,3.02,0.02,14.44
2010,10,30,3.15,97.18,4.45,0.15,13.35
2010,10,31,4.11,96.27,5.65,0.94,13.72
2010,11,1,2.14,97.11,3.06,0.6,11.99
2010,11,2,2.06,98.0,3.11,0.04,14.04
2010,11,3,1.31,98.65,1.92,0.0,15.51
2010,11,4,1.39,99.25,2.03,0.0,15.76
2010,11,5,1.8,99.26,2.45,0.0,14.79
2010,11,6,1.98,98.51,2.9,0.0,14.09
2010,11,7,1.73,97.09,2.52,0.97,12.95
2010,11,8,4.75,95.75,6.51,0.9,8.93
2010,11,9,5.09,95.11,6.91,0.47,10.8
2010,11,10,4.92,96.46,6.8,0.08,10.35
2010,11,11,3.02,98.15,4.37,0.0,9.44
2010,11,12,2.9,98.18,4.17,0.0,13.38
2010,11,13,2.37,97.6,3.5,0.0,13.63
2010,11,14,1.38,97.19,1.91,0.02,13.77
2010,11,15,3.02,97.55,4.24,2.62,11.33
2010,11,16,3.52,98.07,5.02,0.3,8.79
2010,11,17,2.5,97.35,3.49,0.31,7.62
2010,11,18,2.29,97.71,3.38,0.02,8.15
2010,11,19,1.32,98.1,2.04,0.03,7.24
2010,11,20,2.51,97.39,3.66,1.75,7.55
2010,11,21,4.11,96.61,5.86,0.18,7.11
2010,11,22,3.03,96.84,4.39,0.16,7.02
2010,11,23,2.48,97.28,3.7,0.03,6.86
2010,11,24,1.24,97.6,1.73,0.01,7.37
2010,11,25,3.29,97.31,4.61,0.1,5.61
2010,11,26,2.08,97.3,3.06,0.04,4.78
2010,11,27,1.39,96.71,1.95,0.43,6.19
2010,11,28,3.45,96.51,4.8,0.03,6.51
2010,11,29,2.23,97.04,3.25,0.74,5.64
2010,11,30,2.88,96.25,4.09,3.38,7.2
2010,12,1,3.65,96.45,5.15,0.16,5.71
2010,12,2,3.33,97.12,4.66,0.05,3.6
2010,12,3,3.2,97.64,4.77,0.01,2.84
2010,12,4,1.87,98.43,2.82,0.0,3.67
2010,12,5,2.52,97.8,3.7,0.07,7.26
2010,12,6,2.5,96.78,3.69,0.02,9.73
2010,12,7,2.52,96.86,3.88,0.3,12.26
2010,12,8,2.95,97.31,4.45,1.61,12.97
2010,12,9,1.65,98.44,2.62,0.63,11.44
2010,12,10,1.73,99.31,2.62,0.05,8.94
2010,12,11,1.54,98.83,2.23,0.0,8.6
2010,12,12,1.06,97.71,1.52,0.0,11.07
2010,12,13,1.47,97.8,2.23,0.02,7.98
2010,12,14,1.73,98.37,2.51,0.18,7.13
2010,12,15,2.46,98.58,3.69,0.0,1.09
2010,12,16,2.58,98.2,3.9,0.07,1.51
2010,12,17,4.44,96.82,6.16,0.13,2.53
2010,12,18,1.3,96.79,1.88,0.02,4.76
2010,12,19,1.82,96.67,2.73,0.08,6.41
2010,12,20,2.49,97.34,3.66,0.0,6.15
2010,12,21,1.79,96.72,2.77,4.11,7.62
2010,12,22,2.05,96.19,2.99,5.78,9.71
2010,12,23,2.24,95.76,3.26,2.03,9.06
2010,12,24,4.63,96.73,6.54,0.1,4.54
2010,12,25,3.2,97.56,4.65,0.0,1.58
2010,12,26,1.88,98.23,2.74,0.0,2.05
2010,12,27,2.02,98.46,2.98,0.0,4.25
2010,12,28,0.96,98.38,1.35,0.0,6.55
2010,12,29,0.95,98.33,1.35,0.0,7.44
2010,12,30,1.95,98.17,2.98,0.61,8.89
2010,12,31,1.36,98.23,2.0,1.42,9.05
2011,1,1,0.71,98.25,1.08,0.28,8.83
2011,1,2,1.2,98.03,1.7,0.93,8.31
2011,1,3,1.86,98.33,2.65,0.0,6.55
2011,1,4,1.59,98.11,2.2,0.18,4.92
2011,1,5,1.41,97.8,2.05,0.14,7.65
2011,1,6,1.69,97.7,2.58,0.07,9.52
2011,1,7,1.96,97.88,2.92,0.0,10.72
2011,1,8,2.6,98.1,3.83,0.0,9.44
2011,1,9,1.46,98.02,2.22,0.35,9.29
2011,1,10,2.4,98.29,3.52,0.0,8.08
2011,1,11,3.34,98.18,4.88,0.09,8.69
2011,1,12,1.64,98.76,2.64,0.01,10.24
2011,1,13,1.35,98.75,2.09,0.0,11.08
2011,1,14,1.81,98.56,2.89,0.0,11.36
2011,1,15,2.02,99.1,3.06,0.0,9.86
2011,1,16,1.4,99.07,1.93,0.01,10.86
2011,1,17,1.54,99.08,2.21,0.0,8.98
2011,1,18,1.13,98.98,1.62,0.0,9.48
2011,1,19,1.1,98.72,1.64,0.0,9.58
2011,1,20,1.66,98.54,2.45,0.0,7.36
2011,1,21,3.37,98.57,4.84,0.0,2.02
2011,1,22,1.77,98.44,2.55,0.0,1.8
2011,1,23,1.47,98.42,2.08,0.0,1.7
2011,1,24,1.48,98.5,2.06,0.0,2.46
2011,1,25,1.7,98.2,2.39,0.0,3.37
2011,1,26,1.14,97.34,1.6,0.0,3.31
2011,1,27,3.37,96.91,4.86,1.72,4.74
2011,1,28,3.19,97.29,4.5,16.1,6.83
2011,1,29,1.7,97.15,2.5,2.97,7.13
2011,1,30,1.44,97.53,1.99,0.74,4.71
2011,1,31,1.13,98.02,1.62,0.92,5.76
2011,2,1,1.43,98.43,2.2,0.13,6.72
2011,2,2,2.83,98.61,4.29,0.0,6.12
2011,2,3,2.04,99.02,3.15,0.0,7.17
2011,2,4,1.66,99.48,2.5,0.0,8.55
2011,2,5,1.46,99.43,2.18,0.0,9.81
2011,2,6,1.36,99.19,1.99,0.0,11.07
2011,2,7,1.37,98.93,1.91,0.0,9.48
2011,2,8,1.34,98.6,1.84,0.0,8.02
2011,2,9,1.86,98.58,2.58,0.0,7.72
2011,2,10,2.15,98.7,3.11,0.0,7.76
2011,2,11,2.3,98.43,3.3,0.0,7.67
2011,2,12,1.9,98.23,2.77,0.0,8.49
2011,2,13,2.26,97.61,3.13,0.0,8.65
2011,2,14,1.53,97.18,2.37,0.51,7.08
2011,2,15,1.75,96.64,2.66,0.75,6.44
2011,2,16,3.41,96.19,4.9,0.7,7.47
2011,2,17,1.84,96.06,2.58,8.66,7.19
2011,2,18,1.87,97.6,2.73,0.01,9.34
2011,2,19,2.13,97.78,3.1,1.17,9.12
2011,2,20,1.89,97.84,2.84,0.15,9.37
2011,2,21,3.38,97.91,4.73,0.59,9.65
2011,2,22,3.14,97.53,4.51,0.3,11.15
2011,2,23,1.75,98.45,2.45,0.11,10.86
2011,2,24,1.38,98.92,2.08,0.03,11.58
2011,2,25,1.51,98.84,2.34,0.0,12.29
2011,2,26,2.23,98.5,3.16,0.05,11.26
2011,2,27,2.91,98.29,4.22,0.09,8.87
2011,2,28,2.16,98.07,3.12,0.38,6.4
2011,3,1,1.74,98.21,2.71,0.88,7.55
2011,3,2,1.87,98.22,2.53,0.94,7.96
2011,3,3,2.56,98.41,3.48,15.68,5.27
2011,3,4,4.35,98.49,5.98,3.62,7.55
2011,3,5,1.92,98.45,2.88,0.08,7.86
2011,3,6,1.62,98.28,2.39,0.0,9.69
2011,3,7,2.34,98.67,3.32,0.0,9.48
2011,3,8,5.16,99.02,7.02,0.03,9.63
2011,3,9,1.84,98.77,2.52,0.0,9.32
2011,3,10,1.69,98.76,2.35,0.0,9.65
2011,3,11,2.71,98.27,3.61,0.39,9.68
2011,3,12,3.81,96.88,5.34,43.52,10.23
2011,3,13,2.82,96.71,4.02,0.39,11.5
2011,3,14,4.82,97.24,6.68,5.78,10.73
2011,3,15,3.11,96.59,4.34,24.15,11.66
2011,3,16,0.9,96.44,1.24,2.17,10.51
2011,3,17,2.11,97.57,3.25,0.29,11.66
2011,3,18,1.5,98.48,2.37,0.0,12.87
2011,3,19,1.52,98.72,2.34,0.0,12.28
2011,3,20,1.95,98.89,2.7,0.0,10.62
2011,3,21,1.67,99.06,2.27,0.12,10.54
2011,3,22,3.69,99.38,5.14,1.83,8.8
2011,3,23,4.4,99.55,6.15,0.09,9.81
2011,3,24,3.07,99.46,4.47,0.0,9.46
2011,3,25,1.6,98.73,2.33,0.0,10.85
2011,3,26,2.0,98.09,2.9,0.05,12.44
2011,3,27,2.48,97.65,3.57,1.54,12.41
2011,3,28,1.8,97.85,2.68,0.51,12.38
2011,3,29,1.55,98.09,2.15,0.55,13.05
2011,3,30,1.73,98.5,2.36,0.46,12.8
2011,3,31,1.3,98.96,1.9,0.04,15.22
2011,4,1,1.8,98.79,2.65,0.0,16.63
2011,4,2,2.18,98.34,3.08,0.0,15.41
2011,4,3,1.7,97.98,2.5,0.04,16.55
2011,4,4,1.42,98.55,2.05,0.03,15.27
2011,4,5,1.56,98.92,2.21,0.0,16.6
2011,4,6,1.45,99.07,2.04,0.0,16.76
2011,4,7,1.62,99.05,2.41,0.0,17.26
2011,4,8,2.35,98.46,3.6,0.0,19.98
2011,4,9,1.68,98.17,2.51,0.0,19.78
2011,4,10,2.16,98.17,3.13,0.01,20.37
2011,4,11,1.59,98.48,2.41,0.09,17.94
2011,4,12,1.79,98.57,2.66,0.0,17.44
2011,4,13,2.3,98.42,3.22,0.0,14.15
2011,4,14,1.95,97.71,2.67,0.0,14.2
2011,4,15,1.89,97.79,2.52,0.05,13.96
2011,4,16,1.86,98.29,2.63,0.15,13.27
2011,4,17,2.26,98.45,3.22,0.0,13.86
2011,4,18,1.98,98.34,2.69,0.0,13.88
2011,4,19,1.96,97.89,2.66,0.0,12.83
2011,4,20,2.95,97.92,4.05,0.0,13.69
2011,4,21,5.37,97.71,7.34,0.24,14.39
2011,4,22,4.34,97.18,6.02,4.34,13.3
2011,4,23,1.88,97.36,2.63,5.09,13.85
2011,4,24,3.27,97.82,4.59,1.66,14.01
2011,4,25,1.81,97.8,2.79,0.9,15.91
2011,4,26,1.61,97.73,2.55,0.34,17.61
2011,4,27,2.7,97.78,3.88,1.38,16.62
2011,4,28,1.91,97.51,2.65,2.32,15.48
2011,4,29,2.55,97.0,3.45,1.79,14.83
2011,4,30,2.95,96.76,4.03,0.02,15.33
2011,5,1,1.88,97.0,2.66,0.04,14.84
2011,5,2,3.24,96.83,4.44,0.7,14.63
